path,domain,task,steps
/home/junho/data/dataset/coin/videos/12/vEPjeVW6rN8.mp4,1,12,"['684', '685', '687']"
/home/junho/data/dataset/coin/videos/67/Xj1xxgZCmds.mp4,4,67,"['358', '357']"
/home/junho/data/dataset/coin/videos/62/0QMECx5Tws8.mp4,6,62,"['427', '428']"
/home/junho/data/dataset/coin/videos/86/lwPGTPjlxNo.mp4,8,86,"['62', '63', '64']"
/home/junho/data/dataset/coin/videos/127/Nev6EhVPzbw.mp4,1,127,"['491', '492', '491', '492', '491', '493']"
/home/junho/data/dataset/coin/videos/159/rJKPSTjx1ow.mp4,7,159,"['390', '391', '390', '390', '391']"
/home/junho/data/dataset/coin/videos/51/jT75QMjRkD0.mp4,8,51,"['194', '195']"
/home/junho/data/dataset/coin/videos/71/BMuWytsAx2g.mp4,5,71,"['663', '664', '665']"
/home/junho/data/dataset/coin/videos/42/YW0xFSM9ko4.mp4,11,42,"['516', '517', '518']"
/home/junho/data/dataset/coin/videos/144/L50Azbh34sk.mp4,4,144,"['182', '183', '184', '185']"
/home/junho/data/dataset/coin/videos/166/CI-dnuK8-Rc.mp4,0,166,"['229', '230', '231']"
/home/junho/data/dataset/coin/videos/51/DMGFoEdCcRk.mp4,8,51,"['194', '195', '194', '195']"
/home/junho/data/dataset/coin/videos/82/7J5E2xSoKg8.mp4,8,82,"['751', '753', '754', '751']"
/home/junho/data/dataset/coin/videos/138/sIhSy28z3-I.mp4,4,138,"['505', '506', '507', '507', '508', '508']"
/home/junho/data/dataset/coin/videos/157/0tThUiCiT-8.mp4,5,157,"['501', '502', '503']"
/home/junho/data/dataset/coin/videos/133/ANCfukeWY-M.mp4,5,133,"['416', '420', '419', '418', '420']"
/home/junho/data/dataset/coin/videos/105/BlJHY0jApi0.mp4,2,105,"['179', '180', '181']"
/home/junho/data/dataset/coin/videos/175/x_FaiGncAVs.mp4,0,175,"['510', '511', '511', '510', '511', '510', '511', '513']"
/home/junho/data/dataset/coin/videos/40/lcAL72SJCJ8.mp4,0,40,"['717', '718', '719']"
/home/junho/data/dataset/coin/videos/11/tbpMZPw17o0.mp4,1,11,"['714', '715', '716', '715']"
/home/junho/data/dataset/coin/videos/73/oKlnv8sQEyY.mp4,5,73,"['98', '97', '98', '98']"
/home/junho/data/dataset/coin/videos/44/v7UhOHgKRis.mp4,11,44,"['408', '409', '408', '409']"
/home/junho/data/dataset/coin/videos/141/D9E5ETR9e4Y.mp4,3,141,"['532', '532', '533', '534', '533', '534']"
/home/junho/data/dataset/coin/videos/176/45kvj5E7sA4.mp4,0,176,"['570', '572']"
/home/junho/data/dataset/coin/videos/120/BXxtQBGQTX0.mp4,1,120,"['245', '246', '247', '248', '249']"
/home/junho/data/dataset/coin/videos/80/qngZudEhVzE.mp4,6,80,"['322', '321']"
/home/junho/data/dataset/coin/videos/124/mi4zoymJ3JE.mp4,3,124,"['482', '483']"
/home/junho/data/dataset/coin/videos/141/C9w4V0cd7_w.mp4,3,141,"['532', '533', '534']"
/home/junho/data/dataset/coin/videos/125/HQs3l34setw.mp4,3,125,"['648', '649', '650']"
/home/junho/data/dataset/coin/videos/123/3Ce8DZKJ2xg.mp4,3,123,"['732', '733', '734']"
/home/junho/data/dataset/coin/videos/168/oUnlGSGP7VM.mp4,9,168,"['217', '219', '219', '220']"
/home/junho/data/dataset/coin/videos/112/mJKQMbffcEs.mp4,0,112,"['449', '453', '451', '449', '451', '453', '451']"
/home/junho/data/dataset/coin/videos/83/1sffYOXq4Iw.mp4,9,83,"['203', '204', '205', '206', '206', '206']"
/home/junho/data/dataset/coin/videos/10/ec_OUwoF_ns.mp4,9,10,"['549', '551']"
/home/junho/data/dataset/coin/videos/106/4VE2_O3pRg4.mp4,3,106,"['740', '742']"
/home/junho/data/dataset/coin/videos/173/7gL4lYzucqg.mp4,6,173,"['280', '279']"
/home/junho/data/dataset/coin/videos/28/OrfWQnvCnTk.mp4,9,28,"['16', '17', '20', '18', '19', '21']"
/home/junho/data/dataset/coin/videos/54/NJNXcpBTSbA.mp4,1,54,"['402', '403', '404', '405', '406']"
/home/junho/data/dataset/coin/videos/84/UoOiwyFOn_E.mp4,8,84,"['680', '681', '680', '681', '681', '680', '681', '682']"
/home/junho/data/dataset/coin/videos/20/YrEqz8QZBLg.mp4,11,20,"['209', '208', '207', '208', '209']"
/home/junho/data/dataset/coin/videos/52/6DZJk5FYJOI.mp4,2,52,"['381', '383']"
/home/junho/data/dataset/coin/videos/144/KkddkRK7SFg.mp4,4,144,"['183', '184']"
/home/junho/data/dataset/coin/videos/153/tTZNkncr5V4.mp4,0,153,"['701', '702', '702', '702', '703']"
/home/junho/data/dataset/coin/videos/75/FKUPXwvRjec.mp4,11,75,"['174', '172', '174', '174', '174']"
/home/junho/data/dataset/coin/videos/27/rmrSMl_grGE.mp4,11,27,"['641', '646', '642']"
/home/junho/data/dataset/coin/videos/67/4hSvX1OMYUQ.mp4,4,67,"['358', '359']"
/home/junho/data/dataset/coin/videos/162/mEvFrR3o8BI.mp4,11,162,"['487', '488', '490']"
/home/junho/data/dataset/coin/videos/124/_j75Pb_JUsQ.mp4,3,124,"['483', '482', '483']"
/home/junho/data/dataset/coin/videos/58/9IZ42IXDpuc.mp4,3,58,"['120', '121', '122', '123']"
/home/junho/data/dataset/coin/videos/11/ajRdpDWHl4Y.mp4,1,11,"['714', '716']"
/home/junho/data/dataset/coin/videos/86/KIhaY-kpRZc.mp4,8,86,"['62', '63', '64']"
/home/junho/data/dataset/coin/videos/24/ebZyUn8xP1Y.mp4,11,24,"['300', '301']"
/home/junho/data/dataset/coin/videos/111/3cb1NrXXKRQ.mp4,0,111,"['624', '625', '626', '627']"
/home/junho/data/dataset/coin/videos/161/Ik1uhBT4VlQ.mp4,1,161,"['567', '568', '569']"
/home/junho/data/dataset/coin/videos/73/FEof_a94l9c.mp4,5,73,"['96', '100', '98', '100', '98', '98', '100', '98']"
/home/junho/data/dataset/coin/videos/43/V8QHKqamgFw.mp4,2,43,"['446', '447', '446', '447']"
/home/junho/data/dataset/coin/videos/19/asXx7qj4Q48.mp4,4,19,"['539', '540', '540']"
/home/junho/data/dataset/coin/videos/59/xES_iuFYa7k.mp4,3,59,"['692', '693', '694', '695']"
/home/junho/data/dataset/coin/videos/79/DbTTRH-iJfk.mp4,9,79,"['22', '23', '24']"
/home/junho/data/dataset/coin/videos/109/wDgmgy-31lk.mp4,2,109,"['240', '240', '241', '242']"
/home/junho/data/dataset/coin/videos/114/i6DHD6IRHhM.mp4,7,114,"['221', '221', '222', '222', '223']"
/home/junho/data/dataset/coin/videos/156/DMuIUqts-qE.mp4,7,156,"['579', '584', '582', '583', '584']"
/home/junho/data/dataset/coin/videos/143/Hz-ZCHp41aU.mp4,1,143,"['7', '8', '9', '10']"
/home/junho/data/dataset/coin/videos/89/t3SCtntCemU.mp4,9,89,"['38', '38', '39', '40']"
/home/junho/data/dataset/coin/videos/40/u4okhX3UyNs.mp4,0,40,"['718', '719']"
/home/junho/data/dataset/coin/videos/89/cH_ymnmarRU.mp4,9,89,"['38', '39', '39']"
/home/junho/data/dataset/coin/videos/95/noq2I5Sew9A.mp4,8,95,"['102', '103', '103', '104']"
/home/junho/data/dataset/coin/videos/98/WOAzFxMGHYY.mp4,11,98,"['124', '126', '128']"
/home/junho/data/dataset/coin/videos/85/jHwb6FOiF9Y.mp4,9,85,"['1', '3', '4', '5']"
/home/junho/data/dataset/coin/videos/140/WYENRXA9eZo.mp4,4,140,"['696', '698']"
/home/junho/data/dataset/coin/videos/113/QzIT9A8Dcaw.mp4,2,113,"['143', '144']"
/home/junho/data/dataset/coin/videos/146/SnyYQ8yOyt8.mp4,4,146,"['369', '370', '371']"
/home/junho/data/dataset/coin/videos/149/VGk2elLGNPs.mp4,3,149,"['709', '711', '710', '712']"
/home/junho/data/dataset/coin/videos/130/CSGi2mBh0Os.mp4,4,130,"['722', '723']"
/home/junho/data/dataset/coin/videos/61/h3ZSwP3qjUo.mp4,0,61,"['674', '675']"
/home/junho/data/dataset/coin/videos/89/QjpcJRUopu0.mp4,9,89,"['38', '39', '40']"
/home/junho/data/dataset/coin/videos/156/ZJBz-ShP0tU.mp4,7,156,"['582', '582', '584', '582', '582']"
/home/junho/data/dataset/coin/videos/150/LLW9JfCfpEE.mp4,8,150,"['11', '15']"
/home/junho/data/dataset/coin/videos/92/RvsZmTcJkjk.mp4,9,92,"['26', '25', '27']"
/home/junho/data/dataset/coin/videos/161/zTBUsnGoSuU.mp4,1,161,"['567', '568']"
/home/junho/data/dataset/coin/videos/48/bF02mkPk4x0.mp4,6,48,"['666', '667']"
/home/junho/data/dataset/coin/videos/30/BvK7lGichF8.mp4,7,30,"['341', '342']"
/home/junho/data/dataset/coin/videos/78/jE5YiNtBAeY.mp4,6,78,"['348', '349']"
/home/junho/data/dataset/coin/videos/50/IzO0bqSz3cA.mp4,8,50,"['293', '294', '295']"
/home/junho/data/dataset/coin/videos/114/U4j0LewYwuQ.mp4,7,114,"['222', '223', '224']"
/home/junho/data/dataset/coin/videos/148/BpzQBBKHyyM.mp4,3,148,"['250', '251', '254', '255', '256', '256']"
/home/junho/data/dataset/coin/videos/66/kDNC0KOs5S4.mp4,1,66,"['337', '338', '339']"
/home/junho/data/dataset/coin/videos/15/Q-y3yAXn5sY.mp4,3,15,"['79', '80', '81', '81', '81']"
/home/junho/data/dataset/coin/videos/137/VZvzYrrqs-Q.mp4,4,137,"['392', '393', '395', '396']"
/home/junho/data/dataset/coin/videos/69/9JQLHkGfN14.mp4,4,69,"['332', '331', '333', '332', '335']"
/home/junho/data/dataset/coin/videos/111/CcwpI3Zg7H0.mp4,0,111,"['625', '626', '627']"
/home/junho/data/dataset/coin/videos/38/URuw46XYOQw.mp4,10,38,"['776', '777', '778', '776', '777', '778', '776', '777', '778', '776', '777', '778']"
/home/junho/data/dataset/coin/videos/14/x-OL-ZeQVyU.mp4,2,14,"['725', '726', '728']"
/home/junho/data/dataset/coin/videos/75/P8XrGcVnWig.mp4,11,75,"['170', '174', '172', '173', '174', '172', '173', '174', '173', '174', '173', '174', '173', '174']"
/home/junho/data/dataset/coin/videos/109/c04JYq5cA6c.mp4,2,109,"['239', '241', '241', '242']"
/home/junho/data/dataset/coin/videos/120/8xawALD-cB4.mp4,1,120,"['245', '247', '248', '249']"
/home/junho/data/dataset/coin/videos/163/iE_VsgYV8-4.mp4,4,163,"['520', '521']"
/home/junho/data/dataset/coin/videos/63/gUdFCTy1kC8.mp4,6,63,"['83', '84', '85']"
/home/junho/data/dataset/coin/videos/106/oVnLHgIXEO8.mp4,3,106,"['740', '742']"
/home/junho/data/dataset/coin/videos/85/9Ssb6673udI.mp4,9,85,"['2', '1', '3', '1', '3', '1', '3', '4', '5']"
/home/junho/data/dataset/coin/videos/3/1g-LyhUVlKE.mp4,5,3,"['435', '438']"
/home/junho/data/dataset/coin/videos/174/e6SHKDlGNvk.mp4,0,174,"['730', '731']"
/home/junho/data/dataset/coin/videos/98/7lEOD4ITSeM.mp4,11,98,"['124', '126', '128']"
/home/junho/data/dataset/coin/videos/81/SX7KUbzmwTc.mp4,2,81,"['57', '52', '54', '54', '52', '56']"
/home/junho/data/dataset/coin/videos/1/PO9iNQV-hYE.mp4,6,1,"['462', '461', '460', '463', '461', '460', '463', '464']"
/home/junho/data/dataset/coin/videos/14/NIgYR4F5PfU.mp4,2,14,"['725', '726', '728']"
/home/junho/data/dataset/coin/videos/30/K3Srmwe9264.mp4,7,30,"['341', '342', '343', '343']"
/home/junho/data/dataset/coin/videos/103/yFQweaI-xMk.mp4,10,103,"['148', '149', '150', '152', '151', '149', '153']"
/home/junho/data/dataset/coin/videos/133/Plp_eb6WGm0.mp4,5,133,"['416', '417', '418', '419', '420']"
/home/junho/data/dataset/coin/videos/104/EDL0gMCqz7g.mp4,3,104,"['91', '92']"
/home/junho/data/dataset/coin/videos/1/5l9RsK7F3rU.mp4,6,1,"['461', '462', '463', '464', '462', '463']"
/home/junho/data/dataset/coin/videos/92/AKBeJHYIUNk.mp4,9,92,"['25', '26']"
/home/junho/data/dataset/coin/videos/65/SId5j9zcMZA.mp4,5,65,"['628', '629', '630', '628', '630']"
/home/junho/data/dataset/coin/videos/7/gwNuA7ebZs4.mp4,1,7,"['116', '117']"
/home/junho/data/dataset/coin/videos/125/1Ittm25SnyY.mp4,3,125,"['648', '649', '650']"
/home/junho/data/dataset/coin/videos/169/Y1uicFCOXEg.mp4,4,169,"['198', '199', '201']"
/home/junho/data/dataset/coin/videos/146/b80QC3nm9GQ.mp4,4,146,"['369', '371']"
/home/junho/data/dataset/coin/videos/112/c7Q1s7ppSwc.mp4,0,112,"['449', '453', '450', '451', '453', '451']"
/home/junho/data/dataset/coin/videos/78/1jFmgDyJv2k.mp4,6,78,"['348', '349', '351']"
/home/junho/data/dataset/coin/videos/5/4TBfqncvM9U.mp4,4,5,"['270', '271', '270', '272', '273', '272', '272']"
/home/junho/data/dataset/coin/videos/1/GmT5ms9r9Cc.mp4,6,1,"['462', '463', '462', '464']"
/home/junho/data/dataset/coin/videos/43/8OW46GVtRwM.mp4,2,43,"['441', '442', '443', '446', '447']"
/home/junho/data/dataset/coin/videos/105/zXmg7nvytxU.mp4,2,105,"['180', '181', '179', '180', '181']"
/home/junho/data/dataset/coin/videos/109/-4IHddE4D5w.mp4,2,109,"['239', '240', '239', '240', '241', '242']"
/home/junho/data/dataset/coin/videos/23/XMXsVSchsWc.mp4,9,23,"['706', '708']"
/home/junho/data/dataset/coin/videos/69/yQe-FdDhih8.mp4,4,69,"['332', '333', '335']"
/home/junho/data/dataset/coin/videos/4/UML9pfjeRzs.mp4,5,4,"['612', '614']"
/home/junho/data/dataset/coin/videos/104/FtM5vjqySyk.mp4,3,104,"['91', '92']"
/home/junho/data/dataset/coin/videos/51/axh3NRZvoyc.mp4,8,51,"['194', '195', '196', '197']"
/home/junho/data/dataset/coin/videos/150/allsC0dcZVM.mp4,8,150,"['12', '11', '14', '14']"
/home/junho/data/dataset/coin/videos/14/uc9h1hXOPGQ.mp4,2,14,"['728', '725']"
/home/junho/data/dataset/coin/videos/91/i5PEpLwphE0.mp4,8,91,"['264', '265', '264', '264', '265']"
/home/junho/data/dataset/coin/videos/25/BOkuVqIbCRA.mp4,11,25,"['49', '46', '49']"
/home/junho/data/dataset/coin/videos/63/ql1XK3pFXHU.mp4,6,63,"['83', '84', '85']"
/home/junho/data/dataset/coin/videos/109/ynrG5BnB5Dg.mp4,2,109,"['239', '241', '242']"
/home/junho/data/dataset/coin/videos/73/-41H11OPNWQ.mp4,5,73,"['100', '98']"
/home/junho/data/dataset/coin/videos/107/TqvlZRj_D90.mp4,11,107,"['297', '298']"
/home/junho/data/dataset/coin/videos/122/WhTqpRPEmNI.mp4,0,122,"['325', '326', '327']"
/home/junho/data/dataset/coin/videos/164/gajb4bOu4Rs.mp4,0,164,"['660', '661', '662']"
/home/junho/data/dataset/coin/videos/79/6X1tVNiBMYs.mp4,9,79,"['24', '23', '24']"
/home/junho/data/dataset/coin/videos/55/wwkG6mZI9ik.mp4,3,55,"['545', '547']"
/home/junho/data/dataset/coin/videos/59/ROGBQhc9tCs.mp4,3,59,"['692', '693', '694', '695']"
/home/junho/data/dataset/coin/videos/141/EH4-hs65a7M.mp4,3,141,"['532', '533', '533', '533', '534']"
/home/junho/data/dataset/coin/videos/56/p12q79Hr1YY.mp4,11,56,"['134', '136']"
/home/junho/data/dataset/coin/videos/103/XrZKnNeIhCc.mp4,10,103,"['149', '150', '149', '153', '151']"
/home/junho/data/dataset/coin/videos/150/qy1rpOwv-s4.mp4,8,150,"['11', '11', '14', '15', '14', '15']"
/home/junho/data/dataset/coin/videos/141/AWgy8p1AJm0.mp4,3,141,"['533', '534']"
/home/junho/data/dataset/coin/videos/18/mysHiP3-PHg.mp4,4,18,"['608', '609', '610']"
/home/junho/data/dataset/coin/videos/2/Zs6q2nLqNUs.mp4,5,2,"['564', '559', '565']"
/home/junho/data/dataset/coin/videos/33/Q8Es8SIGe00.mp4,7,33,"['637', '638', '639']"
/home/junho/data/dataset/coin/videos/132/faWZmG0fXy8.mp4,1,132,"['465', '468', '465', '466', '467', '468']"
/home/junho/data/dataset/coin/videos/117/jUrQ52IvqsY.mp4,2,117,"['243', '244']"
/home/junho/data/dataset/coin/videos/142/iB677z2g-1A.mp4,3,142,"['543', '544']"
/home/junho/data/dataset/coin/videos/6/orZ_iN4TluQ.mp4,0,6,"['58', '59', '59', '60']"
/home/junho/data/dataset/coin/videos/76/fOzOUnEoJiY.mp4,10,76,"['494', '495', '496']"
/home/junho/data/dataset/coin/videos/69/ZjEBHiDa1HM.mp4,4,69,"['332', '333', '334']"
/home/junho/data/dataset/coin/videos/43/z0pemXolcfc.mp4,2,43,"['442', '443', '446', '447']"
/home/junho/data/dataset/coin/videos/26/KFM3RZNl3Bw.mp4,11,26,"['531', '530', '527', '529']"
/home/junho/data/dataset/coin/videos/37/TA1zRnov49A.mp4,7,37,"['328', '328', '329', '330']"
/home/junho/data/dataset/coin/videos/77/ii_yOWRca8A.mp4,5,77,"['398', '398', '400']"
/home/junho/data/dataset/coin/videos/122/WqMX17vnGjw.mp4,0,122,"['326', '326', '326', '326', '327']"
/home/junho/data/dataset/coin/videos/138/x7NqUCRgBUk.mp4,4,138,"['505', '506', '507', '507', '508']"
/home/junho/data/dataset/coin/videos/106/gGkv8oObgLk.mp4,3,106,"['740', '742']"
/home/junho/data/dataset/coin/videos/121/jetCqIkjkpU.mp4,11,121,"['138', '139', '140', '141']"
/home/junho/data/dataset/coin/videos/8/dGsgT2uC668.mp4,0,8,"['677', '678', '679']"
/home/junho/data/dataset/coin/videos/28/MDCGZLk9_Fw.mp4,9,28,"['16', '20', '20', '17', '18', '19', '21']"
/home/junho/data/dataset/coin/videos/34/tmlgPQddQDY.mp4,11,34,"['360', '362']"
/home/junho/data/dataset/coin/videos/131/pu2NoDtvh2E.mp4,3,131,"['212', '213', '214', '215', '216']"
/home/junho/data/dataset/coin/videos/168/fRB5TBkh3Uw.mp4,9,168,"['217', '218', '219', '220']"
/home/junho/data/dataset/coin/videos/145/2EtLMEZex70.mp4,4,145,"['589', '590', '590', '590', '591', '592']"
/home/junho/data/dataset/coin/videos/175/53LXOOFiEtc.mp4,0,175,"['509', '510', '511', '509']"
/home/junho/data/dataset/coin/videos/32/ZYVXkJMdcjc.mp4,7,32,"['604', '605', '606']"
/home/junho/data/dataset/coin/videos/86/mI5h4Kp17Dk.mp4,8,86,"['62', '63', '64']"
/home/junho/data/dataset/coin/videos/116/vfHl6arPhf0.mp4,10,116,"['373', '374', '373', '374', '375', '374', '375', '373', '374', '373', '374', '375', '374', '373', '374', '374', '373', '374', '373', '374', '373', '374', '375', '373', '374', '373', '374', '375']"
/home/junho/data/dataset/coin/videos/25/vK9JdytTTAI.mp4,11,25,"['47', '50', '47', '49']"
/home/junho/data/dataset/coin/videos/93/Xj2StbTY2m8.mp4,9,93,"['522', '525', '524']"
/home/junho/data/dataset/coin/videos/63/qorl6rKLmRs.mp4,6,63,"['83', '85', '83', '84', '85']"
/home/junho/data/dataset/coin/videos/171/S8mrxQowLec.mp4,9,171,"['267', '268', '269', '269']"
/home/junho/data/dataset/coin/videos/101/VFpI1L1e79A.mp4,3,101,"['744', '747', '749', '750']"
/home/junho/data/dataset/coin/videos/143/mjYPsYfwqHk.mp4,1,143,"['7', '8', '9', '10']"
/home/junho/data/dataset/coin/videos/58/BVCGWppMtxA.mp4,3,58,"['120', '121', '122', '123']"
/home/junho/data/dataset/coin/videos/16/0QJTgmNpiVs.mp4,1,16,"['232', '238']"
/home/junho/data/dataset/coin/videos/159/WtvH9NOvXD8.mp4,7,159,"['389', '389', '390', '391']"
/home/junho/data/dataset/coin/videos/76/SSfrCLjs_7U.mp4,10,76,"['494', '495', '496']"
/home/junho/data/dataset/coin/videos/150/BKexiUqJp3o.mp4,8,150,"['11', '11', '14', '15']"
/home/junho/data/dataset/coin/videos/28/msWkRdpx37w.mp4,9,28,"['18', '19', '18', '19', '19']"
/home/junho/data/dataset/coin/videos/75/WKyuv5ap9Co.mp4,11,75,"['174', '172', '174', '172']"
/home/junho/data/dataset/coin/videos/159/Ux_DqwKxp7s.mp4,7,159,"['389', '390', '391']"
/home/junho/data/dataset/coin/videos/104/DvuAOscKjpw.mp4,3,104,"['89', '90', '89', '90', '91', '92']"
/home/junho/data/dataset/coin/videos/6/O3LktINAWzs.mp4,0,6,"['58', '59']"
/home/junho/data/dataset/coin/videos/157/Y-meg95lHCw.mp4,5,157,"['502', '501', '502', '503']"
/home/junho/data/dataset/coin/videos/140/2npoZ7SdAHw.mp4,4,140,"['696', '697', '698']"
/home/junho/data/dataset/coin/videos/68/oP77DgsbhKQ.mp4,5,68,"['162', '163', '164', '165', '163', '165', '163', '165']"
/home/junho/data/dataset/coin/videos/106/pNLWKstV21s.mp4,3,106,"['740', '742']"
/home/junho/data/dataset/coin/videos/85/27wpfXQM-_M.mp4,9,85,"['2', '3', '4', '1', '6']"
/home/junho/data/dataset/coin/videos/12/8gOWIAh6wE4.mp4,1,12,"['684', '685', '687']"
/home/junho/data/dataset/coin/videos/105/Q6ULyip3otQ.mp4,2,105,"['180', '181']"
/home/junho/data/dataset/coin/videos/142/zGBv3K-R8xI.mp4,3,142,"['542', '543', '544']"
/home/junho/data/dataset/coin/videos/153/SQKDiupMIGU.mp4,0,153,"['700', '702', '704']"
/home/junho/data/dataset/coin/videos/73/NDkpglWpeLc.mp4,5,73,"['96', '98', '100', '98', '100', '98', '99', '98', '99']"
/home/junho/data/dataset/coin/videos/75/49PZ7sIVljM.mp4,11,75,"['170', '173', '174']"
/home/junho/data/dataset/coin/videos/146/N9iWcL7LpwE.mp4,4,146,"['369', '371', '372']"
/home/junho/data/dataset/coin/videos/29/AdFxlu0vhs8.mp4,10,29,"['257', '258', '257', '258', '257', '258', '257', '258', '257', '258', '258']"
/home/junho/data/dataset/coin/videos/170/2_66OD4TuEQ.mp4,3,170,"['430', '431']"
/home/junho/data/dataset/coin/videos/69/CZsZRPFOzAg.mp4,4,69,"['331', '332', '332', '333', '334', '335']"
/home/junho/data/dataset/coin/videos/163/TLEXC7YIv_w.mp4,4,163,"['519', '520', '519', '521']"
/home/junho/data/dataset/coin/videos/33/wnyLaDMn9EI.mp4,7,33,"['637', '638', '640', '638']"
/home/junho/data/dataset/coin/videos/1/KT_8ww8TC9Y.mp4,6,1,"['460', '461', '462', '463', '464']"
/home/junho/data/dataset/coin/videos/94/4fBsaVeUCow.mp4,6,94,"['384', '386', '387']"
/home/junho/data/dataset/coin/videos/177/0-Wi5m_mEC0.mp4,10,177,"['286', '287']"
/home/junho/data/dataset/coin/videos/104/ZNxckGkSKnQ.mp4,3,104,"['91', '92']"
/home/junho/data/dataset/coin/videos/162/eDCwcI2dpkM.mp4,11,162,"['489', '487', '488']"
/home/junho/data/dataset/coin/videos/87/ZY-Hwq7YGYw.mp4,8,87,"['764', '765', '766', '765', '766', '765']"
/home/junho/data/dataset/coin/videos/65/2mEQKx17Oag.mp4,5,65,"['629', '630', '631']"
/home/junho/data/dataset/coin/videos/139/fP3Olm4KMoA.mp4,4,139,"['378', '379', '378', '380']"
/home/junho/data/dataset/coin/videos/150/jDPRP8g2Qho.mp4,8,150,"['11', '12', '15']"
/home/junho/data/dataset/coin/videos/86/P6uD-XaDevc.mp4,8,86,"['62', '63']"
/home/junho/data/dataset/coin/videos/44/HULRq_cygHw.mp4,11,44,"['407', '409']"
/home/junho/data/dataset/coin/videos/69/ifjH1v6kI8I.mp4,4,69,"['331', '331', '332', '333', '335', '334']"
/home/junho/data/dataset/coin/videos/142/m2V6SyaZkew.mp4,3,142,"['542', '543', '544']"
/home/junho/data/dataset/coin/videos/40/mRT0Va0BQH8.mp4,0,40,"['717', '718']"
/home/junho/data/dataset/coin/videos/176/4wy5UjhiEW4.mp4,0,176,"['570', '571', '572']"
/home/junho/data/dataset/coin/videos/152/cfa9h0w_Y2Q.mp4,4,152,"['93', '94', '95']"
/home/junho/data/dataset/coin/videos/155/gvBjK9Q5Sg4.mp4,9,155,"['368', '365', '366', '368']"
/home/junho/data/dataset/coin/videos/30/y-drlyDrxGA.mp4,7,30,"['344', '341']"
/home/junho/data/dataset/coin/videos/134/KU_kaTJbKhc.mp4,2,134,"['620', '620', '621', '621', '622', '623']"
/home/junho/data/dataset/coin/videos/143/kTSjxCLQcuI.mp4,1,143,"['9', '10']"
/home/junho/data/dataset/coin/videos/34/IHJUiItHbxo.mp4,11,34,"['361', '362']"
/home/junho/data/dataset/coin/videos/72/QI9ObXoESEo.mp4,5,72,"['410', '411', '412', '415']"
/home/junho/data/dataset/coin/videos/127/fsajLED_tjM.mp4,1,127,"['492', '493']"
/home/junho/data/dataset/coin/videos/124/h3CPG7h2f2Q.mp4,3,124,"['482', '483']"
/home/junho/data/dataset/coin/videos/27/bCZpW-H3T0A.mp4,11,27,"['646', '646', '646', '647', '645', '646', '646']"
/home/junho/data/dataset/coin/videos/115/ne8ANyoZlrQ.mp4,2,115,"['176', '178']"
/home/junho/data/dataset/coin/videos/13/cIOd-cBewME.mp4,1,13,"['260', '259', '260', '259']"
/home/junho/data/dataset/coin/videos/104/uuZmrg15M-Y.mp4,3,104,"['91', '92', '91', '92']"
/home/junho/data/dataset/coin/videos/43/83mnRjqMhBA.mp4,2,43,"['443', '446', '447']"
/home/junho/data/dataset/coin/videos/105/eJqFTY571Rc.mp4,2,105,"['179', '180', '181']"
/home/junho/data/dataset/coin/videos/175/RsDDyUSsT5k.mp4,0,175,"['509', '511', '509', '510', '509']"
/home/junho/data/dataset/coin/videos/76/pgO-h7KKUIY.mp4,10,76,"['494', '495', '496']"
/home/junho/data/dataset/coin/videos/21/gdaSKd6HJLY.mp4,11,21,"['594', '595', '596']"
/home/junho/data/dataset/coin/videos/175/VMFu3vr8jUg.mp4,0,175,"['511', '510', '511', '511']"
/home/junho/data/dataset/coin/videos/132/wE6PmazN7-I.mp4,1,132,"['465', '466', '467', '468']"
/home/junho/data/dataset/coin/videos/138/0MlsPlvYSvk.mp4,4,138,"['505', '506']"
/home/junho/data/dataset/coin/videos/125/Vyva8-T2kFI.mp4,3,125,"['648', '649', '650']"
/home/junho/data/dataset/coin/videos/23/YXaOTtWdDrU.mp4,9,23,"['705', '706', '707', '708', '705', '706', '708', '708']"
/home/junho/data/dataset/coin/videos/43/kE3Uuhylur0.mp4,2,43,"['441', '441', '442', '443', '446', '447']"
/home/junho/data/dataset/coin/videos/130/eBt8gOWTy3M.mp4,4,130,"['720', '722', '723']"
/home/junho/data/dataset/coin/videos/161/i_ZC6lqgxiU.mp4,1,161,"['566', '569']"
/home/junho/data/dataset/coin/videos/92/0SUbpgBzZoQ.mp4,9,92,"['25', '26', '29']"
/home/junho/data/dataset/coin/videos/87/M6msyZtTL0E.mp4,8,87,"['766', '764', '765']"
/home/junho/data/dataset/coin/videos/87/fJPGC7PXkDo.mp4,8,87,"['764', '765', '766']"
/home/junho/data/dataset/coin/videos/21/oaesjpv7KvA.mp4,11,21,"['594', '595', '595', '596', '595', '596', '597']"
/home/junho/data/dataset/coin/videos/1/MokSvReOT8g.mp4,6,1,"['461', '462', '463', '464', '461', '462', '463', '464']"
/home/junho/data/dataset/coin/videos/113/EFQC2MjMKns.mp4,2,113,"['144', '145', '147']"
/home/junho/data/dataset/coin/videos/131/kyGKxlIQHrw.mp4,3,131,"['212', '216']"
/home/junho/data/dataset/coin/videos/53/TPMsq4Z8Dao.mp4,9,53,"['552', '553', '554', '555', '556', '557', '558']"
/home/junho/data/dataset/coin/videos/83/0yRouO6ZDZs.mp4,9,83,"['203', '204', '206']"
